Sensor ID,Timestamp,pH,Dissolved Oxygen,CO2 Levels,Turbidity
2,2025-01-25 21:02:48,7.86,9.69,0.83,2.61
6,2025-01-25 21:03:48,8.91,6.73,0.84,4.18
5,2025-01-25 21:04:48,7.14,9.16,0.62,3.14
10,2025-01-25 21:05:48,8.25,7.31,0.16,4.78
2,2025-01-25 21:06:48,7.29,8.19,0.12,4.2
1,2025-01-25 21:07:48,7.19,6.88,0.56,0.48
3,2025-01-25 21:08:48,7.29,5.1,0.56,4.44
2,2025-01-25 21:09:48,8.54,7.17,0.76,1.09
2,2025-01-25 21:10:48,6.98,5.63,0.15,3.58
5,2025-01-25 21:11:48,7.5,9.85,0.4,4.43
4,2025-01-25 21:12:48,6.43,5.58,0.8,1.77
2,2025-01-25 21:13:48,6.19,8.39,0.49,0.95
3,2025-01-25 21:14:48,7.49,9.56,0.39,3.41
10,2025-01-25 21:15:48,8.56,5.06,0.61,2.41
2,2025-01-25 21:16:48,6.66,5.3,0.93,2.43
1,2025-01-25 21:17:48,8.11,5.82,0.71,1.33
8,2025-01-25 21:18:48,6.54,9.83,0.37,4.54
5,2025-01-25 21:19:48,8.89,5.25,0.55,0.18
7,2025-01-25 21:20:48,7.44,8.01,0.65,4.36
2,2025-01-25 21:21:48,7.87,8.6,0.59,3.13
6,2025-01-25 21:22:48,8.42,6.0,0.69,3.95
6,2025-01-25 21:23:48,6.75,5.09,0.33,3.69
6,2025-01-25 21:24:48,7.75,7.89,0.97,3.79
6,2025-01-25 21:25:48,6.27,7.62,0.94,2.11
4,2025-01-25 21:26:48,6.19,8.55,0.2,4.63
4,2025-01-25 21:27:48,8.95,5.63,0.59,0.17
2,2025-01-25 21:28:48,7.92,9.65,0.39,4.57
3,2025-01-25 21:29:48,6.18,6.93,0.68,3.44
2,2025-01-25 21:30:48,7.03,7.46,0.42,2.33
1,2025-01-25 21:31:48,8.28,8.07,0.21,2.59
8,2025-01-25 21:32:48,8.25,6.92,0.46,4.14
7,2025-01-25 21:33:48,8.0,5.17,0.3,2.97
4,2025-01-25 21:34:48,7.45,5.62,0.93,1.54
10,2025-01-25 21:35:48,7.21,8.25,0.75,2.32
2,2025-01-25 21:36:48,7.2,9.1,0.49,1.95
3,2025-01-25 21:37:48,6.2,9.21,0.38,4.18
2,2025-01-25 21:38:48,6.06,9.34,0.75,1.27
6,2025-01-25 21:39:48,6.24,5.73,0.35,4.08
4,2025-01-25 21:40:48,8.88,5.93,0.28,4.81
6,2025-01-25 21:41:48,8.69,6.41,0.36,4.47
10,2025-01-25 21:42:48,6.8,9.94,0.38,2.99
5,2025-01-25 21:43:48,7.11,7.26,0.31,0.89
2,2025-01-25 21:44:48,8.68,8.51,0.29,2.48
1,2025-01-25 21:45:48,6.32,5.14,0.55,1.95
8,2025-01-25 21:46:48,8.4,8.17,0.57,0.99
2,2025-01-25 21:47:48,7.5,7.22,0.42,2.56
5,2025-01-25 21:48:48,7.45,5.34,0.22,3.53
10,2025-01-25 21:49:48,6.3,9.33,0.24,1.46
5,2025-01-25 21:50:48,8.69,8.53,0.55,3.31
5,2025-01-25 21:51:48,7.54,7.91,0.86,4.06
5,2025-01-25 21:52:48,8.14,5.26,0.49,2.92
7,2025-01-25 21:53:48,7.14,6.84,0.59,2.04
3,2025-01-25 21:54:48,6.34,6.31,0.96,1.68
7,2025-01-25 21:55:48,7.65,6.04,0.16,0.39
8,2025-01-25 21:56:48,8.05,8.06,0.41,0.18
10,2025-01-25 21:57:48,7.22,5.7,0.9,3.51
3,2025-01-25 21:58:48,8.86,6.41,0.87,3.25
9,2025-01-25 21:59:48,6.22,8.9,0.38,4.51
3,2025-01-25 22:00:48,6.21,6.43,0.61,2.78
9,2025-01-25 22:01:48,7.09,9.11,0.22,1.58
2,2025-01-25 22:02:48,6.83,9.62,0.69,2.77
10,2025-01-25 22:03:48,7.2,5.55,0.68,0.34
5,2025-01-25 22:04:48,8.89,7.85,0.34,2.58
6,2025-01-25 22:05:48,8.15,5.04,0.2,3.64
3,2025-01-25 22:06:48,8.1,9.98,0.21,4.24
4,2025-01-25 22:07:48,6.88,7.6,0.25,4.48
6,2025-01-25 22:08:48,6.67,7.74,0.22,4.87
7,2025-01-25 22:09:48,8.84,6.67,0.89,0.24
3,2025-01-25 22:10:48,7.58,5.96,0.3,3.09
4,2025-01-25 22:11:48,6.01,6.78,0.52,3.78
10,2025-01-25 22:12:48,7.21,6.37,0.76,0.31
1,2025-01-25 22:13:48,7.22,6.78,0.77,4.72
1,2025-01-25 22:14:48,6.89,9.18,0.49,2.36
5,2025-01-25 22:15:48,8.53,8.14,0.16,0.32
4,2025-01-25 22:16:48,6.88,5.94,0.64,4.28
8,2025-01-25 22:17:48,8.77,5.25,0.41,1.42
3,2025-01-25 22:18:48,7.26,7.87,0.47,3.59
9,2025-01-25 22:19:48,7.15,6.56,0.24,4.89
5,2025-01-25 22:20:48,6.06,6.06,0.82,1.02
7,2025-01-25 22:21:48,7.76,7.43,0.48,4.38
9,2025-01-25 22:22:48,6.75,7.41,0.8,0.79
5,2025-01-25 22:23:48,7.96,6.46,0.82,2.8
9,2025-01-25 22:24:48,8.63,5.52,0.43,0.7
3,2025-01-25 22:25:48,6.11,8.99,0.92,4.01
7,2025-01-25 22:26:48,6.05,6.22,0.59,0.98
10,2025-01-25 22:27:48,6.89,6.33,0.95,2.84
1,2025-01-25 22:28:48,6.16,9.0,0.3,4.39
3,2025-01-25 22:29:48,7.29,8.42,0.88,3.2
5,2025-01-25 22:30:48,7.07,9.73,0.58,3.66
5,2025-01-25 22:31:48,8.29,8.12,0.22,2.9
3,2025-01-25 22:32:48,6.38,6.34,0.73,2.73
5,2025-01-25 22:33:48,6.54,9.68,0.68,3.29
5,2025-01-25 22:34:48,8.3,5.75,0.53,0.44
5,2025-01-25 22:35:48,6.46,7.38,0.22,1.84
3,2025-01-25 22:36:48,6.1,8.83,0.19,3.57
1,2025-01-25 22:37:48,8.36,5.39,0.3,4.59
5,2025-01-25 22:38:48,7.88,7.89,0.94,1.04
7,2025-01-25 22:39:48,6.21,7.63,0.13,2.05
4,2025-01-25 22:40:48,6.46,6.94,0.11,0.66
3,2025-01-25 22:41:48,8.57,5.71,0.16,2.84
3,2025-01-25 22:42:48,7.4,7.96,0.85,4.4
6,2025-01-25 22:43:48,7.11,6.86,0.23,3.87
9,2025-01-25 22:44:48,8.14,5.19,0.51,2.27
3,2025-01-25 22:45:48,8.0,6.0,0.26,2.6
9,2025-01-25 22:46:48,6.7,5.48,0.48,1.74
8,2025-01-25 22:47:48,7.75,7.1,0.28,2.06
5,2025-01-25 22:48:48,6.9,9.22,0.31,2.69
6,2025-01-25 22:49:48,7.38,7.71,0.6,3.7
7,2025-01-25 22:50:48,8.36,9.43,0.59,3.43
4,2025-01-25 22:51:48,6.53,5.81,0.29,3.09
8,2025-01-25 22:52:48,6.11,7.02,0.5,3.99
9,2025-01-25 22:53:48,7.93,7.41,0.71,3.69
10,2025-01-25 22:54:48,8.38,6.13,0.63,0.92
8,2025-01-25 22:55:48,7.82,6.86,0.48,1.12
7,2025-01-25 22:56:48,8.86,5.27,0.48,1.57
2,2025-01-25 22:57:48,8.67,5.26,0.38,4.74
4,2025-01-25 22:58:48,6.75,7.32,0.12,2.46
3,2025-01-25 22:59:48,8.98,9.89,0.39,2.53
7,2025-01-25 23:00:48,8.05,6.87,0.8,1.61
7,2025-01-25 23:01:48,6.77,7.14,0.61,2.02
6,2025-01-25 23:02:48,8.86,7.17,0.72,0.43
3,2025-01-25 23:03:48,8.41,7.05,0.79,4.34
9,2025-01-25 23:04:48,7.67,5.08,0.91,3.22
3,2025-01-25 23:05:48,7.25,9.26,0.5,4.89
7,2025-01-25 23:06:48,8.97,5.63,0.85,0.16
9,2025-01-25 23:07:48,7.3,9.94,0.25,3.7
6,2025-01-25 23:08:48,8.53,8.0,0.85,0.61
2,2025-01-25 23:09:48,7.67,9.42,0.35,0.17
10,2025-01-25 23:10:48,7.29,9.28,0.78,2.07
3,2025-01-25 23:11:48,7.0,9.8,0.13,1.46
10,2025-01-25 23:12:48,6.94,6.54,0.72,4.51
10,2025-01-25 23:13:48,8.41,8.36,0.46,4.93
9,2025-01-25 23:14:48,6.98,9.78,0.64,0.94
10,2025-01-25 23:15:48,8.07,5.1,0.88,0.33
6,2025-01-25 23:16:48,8.41,5.35,0.27,2.98
7,2025-01-25 23:17:48,6.57,8.35,0.73,1.14
3,2025-01-25 23:18:48,7.94,9.58,0.79,4.15
1,2025-01-25 23:19:48,7.49,5.8,0.32,4.29
1,2025-01-25 23:20:48,7.36,8.44,0.52,0.67
10,2025-01-25 23:21:48,8.46,8.31,0.63,1.78
7,2025-01-25 23:22:48,8.47,5.74,0.33,2.83
10,2025-01-25 23:23:48,6.45,6.11,0.3,1.72
4,2025-01-25 23:24:48,8.31,9.81,0.86,2.19
9,2025-01-25 23:25:48,6.02,9.54,0.16,1.42
4,2025-01-25 23:26:48,6.36,8.82,0.53,0.23
3,2025-01-25 23:27:48,7.88,9.86,0.89,0.28
6,2025-01-25 23:28:48,6.38,8.3,0.25,4.11
3,2025-01-25 23:29:48,7.42,7.52,0.77,1.78
2,2025-01-25 23:30:48,6.11,8.94,0.34,3.7
1,2025-01-25 23:31:48,8.06,9.89,0.15,0.83
7,2025-01-25 23:32:48,7.06,5.67,0.15,0.66
3,2025-01-25 23:33:48,6.43,9.13,0.17,0.91
6,2025-01-25 23:34:48,7.3,7.43,0.62,2.69
4,2025-01-25 23:35:48,6.59,8.7,0.22,1.87
9,2025-01-25 23:36:48,8.78,7.09,0.94,2.74
7,2025-01-25 23:37:48,6.29,5.51,0.77,4.83
4,2025-01-25 23:38:48,6.06,9.31,0.37,2.84
2,2025-01-25 23:39:48,8.52,7.86,0.64,1.93
2,2025-01-25 23:40:48,8.72,8.53,0.5,4.39
5,2025-01-25 23:41:48,7.69,7.88,0.65,1.85
4,2025-01-25 23:42:48,6.12,6.09,0.72,0.24
8,2025-01-25 23:43:48,6.78,5.9,0.37,2.87
5,2025-01-25 23:44:48,6.22,9.73,0.44,4.31
1,2025-01-25 23:45:48,6.51,5.11,0.24,3.74
10,2025-01-25 23:46:48,7.74,5.85,0.71,0.7
4,2025-01-25 23:47:48,7.06,8.91,0.85,3.65
9,2025-01-25 23:48:48,6.28,7.48,0.36,4.58
6,2025-01-25 23:49:48,6.84,7.67,0.86,2.12
2,2025-01-25 23:50:48,6.93,9.01,0.82,3.84
9,2025-01-25 23:51:48,7.91,5.96,0.96,0.76
8,2025-01-25 23:52:48,8.53,6.87,0.52,4.33
5,2025-01-25 23:53:48,8.46,5.17,0.3,0.59
5,2025-01-25 23:54:48,9.0,8.29,0.45,1.56
7,2025-01-25 23:55:48,7.85,9.93,0.4,3.79
10,2025-01-25 23:56:48,6.04,6.17,0.73,4.5
9,2025-01-25 23:57:48,8.4,6.94,0.25,3.4
10,2025-01-25 23:58:48,8.99,7.3,0.55,2.34
6,2025-01-25 23:59:48,6.8,6.66,0.91,2.74
1,2025-01-26 00:00:48,6.61,5.03,0.73,2.54
10,2025-01-26 00:01:48,7.3,5.3,0.89,0.55
10,2025-01-26 00:02:48,7.72,5.96,0.3,1.65
1,2025-01-26 00:03:48,7.26,5.57,0.29,4.82
5,2025-01-26 00:04:48,6.93,6.32,0.12,0.47
3,2025-01-26 00:05:48,7.06,6.02,0.65,1.07
10,2025-01-26 00:06:48,7.5,5.33,0.79,3.46
9,2025-01-26 00:07:48,8.29,6.71,0.21,3.01
3,2025-01-26 00:08:48,6.58,9.62,0.35,2.11
4,2025-01-26 00:09:48,6.83,9.3,0.44,2.61
6,2025-01-26 00:10:48,8.46,5.2,0.79,1.43
10,2025-01-26 00:11:48,7.39,8.11,0.31,2.68
3,2025-01-26 00:12:48,7.36,5.34,0.13,3.12
3,2025-01-26 00:13:48,8.77,5.45,0.82,4.61
10,2025-01-26 00:14:48,8.76,9.52,0.98,0.11
6,2025-01-26 00:15:48,7.05,5.89,0.35,2.08
1,2025-01-26 00:16:48,8.77,5.11,0.56,3.16
1,2025-01-26 00:17:48,6.83,8.95,0.61,3.47
5,2025-01-26 00:18:48,6.1,8.56,0.6,4.89
8,2025-01-26 00:19:48,7.93,5.02,0.81,4.52
7,2025-01-26 00:20:48,8.63,6.62,0.41,2.9
7,2025-01-26 00:21:48,8.83,9.91,0.64,1.7
2,2025-01-26 00:22:48,8.77,6.34,0.27,2.84
2,2025-01-26 00:23:48,7.64,6.14,0.12,1.44
2,2025-01-26 00:24:48,8.2,9.89,0.86,1.51
4,2025-01-26 00:25:48,6.42,9.16,0.11,1.06
1,2025-01-26 00:26:48,6.35,6.27,0.35,1.46
5,2025-01-26 00:27:48,6.98,6.26,0.59,3.82
4,2025-01-26 00:28:48,8.46,9.12,0.33,2.76
4,2025-01-26 00:29:48,7.31,8.59,0.35,0.49
1,2025-01-26 00:30:48,7.51,7.26,0.1,0.99
10,2025-01-26 00:31:48,7.1,9.62,0.8,3.29
2,2025-01-26 00:32:48,6.35,8.84,0.43,1.95
7,2025-01-26 00:33:48,6.94,6.53,0.89,2.48
6,2025-01-26 00:34:48,8.49,9.55,0.22,4.86
2,2025-01-26 00:35:48,7.03,5.91,0.22,4.57
4,2025-01-26 00:36:48,6.96,8.46,0.91,1.13
9,2025-01-26 00:37:48,7.1,7.27,0.7,2.98
6,2025-01-26 00:38:48,6.47,7.0,0.35,2.9
10,2025-01-26 00:39:48,7.45,9.44,0.43,0.23
3,2025-01-26 00:40:48,7.41,7.48,0.13,0.54
6,2025-01-26 00:41:48,6.47,6.57,0.84,2.05
1,2025-01-26 00:42:48,6.3,6.97,0.5,4.96
1,2025-01-26 00:43:48,7.19,5.14,0.12,0.74
2,2025-01-26 00:44:48,6.33,9.43,0.13,1.74
9,2025-01-26 00:45:48,7.49,6.55,0.97,3.22
1,2025-01-26 00:46:48,6.56,5.45,0.16,0.31
9,2025-01-26 00:47:48,8.64,9.4,0.55,0.25
8,2025-01-26 00:48:48,7.62,5.05,0.44,3.58
5,2025-01-26 00:49:48,8.59,5.31,0.37,4.04
4,2025-01-26 00:50:48,7.54,8.79,0.64,0.62
6,2025-01-26 00:51:48,7.12,5.37,0.35,4.19
5,2025-01-26 00:52:48,7.24,5.98,0.19,2.14
9,2025-01-26 00:53:48,6.25,8.3,0.31,3.25
10,2025-01-26 00:54:48,8.78,6.55,0.19,1.04
1,2025-01-26 00:55:48,7.24,5.19,0.49,4.89
8,2025-01-26 00:56:48,7.9,5.23,0.53,2.98
2,2025-01-26 00:57:48,8.32,7.77,0.35,2.14
3,2025-01-26 00:58:48,8.36,9.67,0.54,3.46
8,2025-01-26 00:59:48,6.07,9.21,0.66,4.88
9,2025-01-26 01:00:48,6.75,8.49,0.28,0.47
6,2025-01-26 01:01:48,8.58,9.51,0.71,3.86
6,2025-01-26 01:02:48,7.95,8.69,0.53,2.37
7,2025-01-26 01:03:48,7.96,9.96,0.22,0.4
6,2025-01-26 01:04:48,7.76,6.44,0.64,4.47
7,2025-01-26 01:05:48,6.03,7.25,0.82,3.9
3,2025-01-26 01:06:48,8.15,8.68,0.3,1.69
3,2025-01-26 01:07:48,6.45,5.47,0.49,2.51
10,2025-01-26 01:08:48,7.0,7.11,0.99,3.59
7,2025-01-26 01:09:48,6.44,8.12,0.86,2.62
2,2025-01-26 01:10:48,8.54,7.22,0.12,2.4
5,2025-01-26 01:11:48,7.37,5.45,0.8,3.22
2,2025-01-26 01:12:48,8.26,6.83,0.96,4.01
8,2025-01-26 01:13:48,8.5,9.75,0.48,4.53
1,2025-01-26 01:14:48,6.47,6.11,0.66,2.88
1,2025-01-26 01:15:48,6.71,9.11,0.66,3.02
2,2025-01-26 01:16:48,7.83,7.62,0.35,4.75
8,2025-01-26 01:17:48,8.27,6.12,0.52,0.74
7,2025-01-26 01:18:48,8.16,8.91,0.25,4.55
5,2025-01-26 01:19:48,8.87,8.21,0.38,4.06
9,2025-01-26 01:20:48,6.34,9.21,0.5,2.75
5,2025-01-26 01:21:48,8.04,5.39,0.46,2.14
2,2025-01-26 01:22:48,8.01,6.52,0.44,0.47
7,2025-01-26 01:23:48,8.17,9.75,0.68,2.8
2,2025-01-26 01:24:48,8.97,5.3,0.91,4.65
6,2025-01-26 01:25:48,8.82,5.48,0.38,2.5
1,2025-01-26 01:26:48,6.42,9.34,0.57,1.04
4,2025-01-26 01:27:48,8.5,6.86,0.18,0.31
7,2025-01-26 01:28:48,8.84,8.97,0.93,3.5
1,2025-01-26 01:29:48,6.94,6.33,0.98,4.03
1,2025-01-26 01:30:48,8.91,9.29,0.2,0.36
2,2025-01-26 01:31:48,8.83,9.4,0.81,3.06
1,2025-01-26 01:32:48,6.93,7.69,0.49,4.71
7,2025-01-26 01:33:48,8.48,7.53,0.31,4.05
4,2025-01-26 01:34:48,7.08,5.14,0.29,1.65
3,2025-01-26 01:35:48,7.89,6.11,0.63,0.41
1,2025-01-26 01:36:48,6.81,9.63,0.56,1.42
9,2025-01-26 01:37:48,8.68,5.13,0.63,3.28
7,2025-01-26 01:38:48,7.86,9.51,0.53,4.14
1,2025-01-26 01:39:48,6.64,7.02,0.58,3.91
8,2025-01-26 01:40:48,6.46,6.69,0.53,1.27
4,2025-01-26 01:41:48,8.76,6.2,0.88,1.66
4,2025-01-26 01:42:48,8.34,7.37,0.6,3.43
10,2025-01-26 01:43:48,6.62,5.62,0.31,2.39
1,2025-01-26 01:44:48,8.01,7.1,0.14,3.9
8,2025-01-26 01:45:48,7.64,8.34,0.33,1.18
5,2025-01-26 01:46:48,7.02,8.63,0.1,2.18
2,2025-01-26 01:47:48,6.62,5.28,0.24,3.3
2,2025-01-26 01:48:48,7.51,8.37,0.93,4.56
4,2025-01-26 01:49:48,7.23,5.7,0.2,4.3
4,2025-01-26 01:50:48,8.22,8.71,0.87,4.48
1,2025-01-26 01:51:48,7.26,6.26,0.11,3.14
8,2025-01-26 01:52:48,6.34,6.34,0.51,0.22
8,2025-01-26 01:53:48,8.86,9.6,0.13,1.29
10,2025-01-26 01:54:48,8.51,6.37,0.5,1.9
2,2025-01-26 01:55:48,6.33,7.16,0.79,4.11
1,2025-01-26 01:56:48,8.73,6.96,0.17,3.52
4,2025-01-26 01:57:48,8.35,9.67,0.41,0.24
3,2025-01-26 01:58:48,8.7,8.65,1.0,1.96
3,2025-01-26 01:59:48,8.76,6.89,0.61,0.6
10,2025-01-26 02:00:48,6.62,5.46,0.95,3.48
3,2025-01-26 02:01:48,8.13,9.16,0.97,3.25
5,2025-01-26 02:02:48,7.07,9.34,0.91,2.96
3,2025-01-26 02:03:48,7.12,8.29,0.62,0.57
4,2025-01-26 02:04:48,7.65,9.18,0.62,3.46
7,2025-01-26 02:05:48,6.3,8.89,0.77,3.41
5,2025-01-26 02:06:48,6.51,8.67,0.88,0.5
8,2025-01-26 02:07:48,8.37,9.45,0.99,1.66
9,2025-01-26 02:08:48,7.91,6.92,0.81,4.01
3,2025-01-26 02:09:48,8.26,8.58,0.49,4.05
1,2025-01-26 02:10:48,8.85,6.25,0.95,2.06
7,2025-01-26 02:11:48,6.84,8.79,0.82,0.45
4,2025-01-26 02:12:48,6.4,7.14,0.71,0.16
9,2025-01-26 02:13:48,8.53,6.35,0.6,1.16
3,2025-01-26 02:14:48,8.44,5.38,0.46,3.74
6,2025-01-26 02:15:48,6.92,9.63,0.23,1.53
1,2025-01-26 02:16:48,8.24,8.6,0.71,2.89
1,2025-01-26 02:17:48,7.48,5.3,0.61,1.35
6,2025-01-26 02:18:48,8.81,7.35,0.95,0.73
7,2025-01-26 02:19:48,8.79,6.52,0.53,0.25
4,2025-01-26 02:20:48,8.59,5.28,0.52,4.74
1,2025-01-26 02:21:48,7.54,9.61,0.65,2.1
8,2025-01-26 02:22:48,7.1,8.69,0.97,1.12
6,2025-01-26 02:23:48,7.85,6.9,0.7,1.7
7,2025-01-26 02:24:48,7.51,6.68,0.65,2.96
5,2025-01-26 02:25:48,7.01,9.76,0.33,1.5
10,2025-01-26 02:26:48,6.79,9.0,0.66,4.6
10,2025-01-26 02:27:48,7.53,7.07,0.61,1.18
3,2025-01-26 02:28:48,7.56,9.64,0.57,1.49
8,2025-01-26 02:29:48,7.81,5.64,0.35,3.49
9,2025-01-26 02:30:48,7.26,5.5,0.11,0.62
1,2025-01-26 02:31:48,7.74,7.1,0.66,0.46
9,2025-01-26 02:32:48,6.8,9.76,0.37,3.87
5,2025-01-26 02:33:48,8.47,9.44,0.95,3.54
3,2025-01-26 02:34:48,6.93,7.36,0.55,1.4
2,2025-01-26 02:35:48,7.39,8.45,0.75,0.29
9,2025-01-26 02:36:48,6.2,9.87,0.88,0.86
10,2025-01-26 02:37:48,6.05,8.79,0.51,0.69
10,2025-01-26 02:38:48,6.5,6.28,0.28,0.72
10,2025-01-26 02:39:48,8.05,7.41,0.65,4.22
6,2025-01-26 02:40:48,6.75,5.06,0.8,0.11
5,2025-01-26 02:41:48,6.91,5.5,0.64,4.27
4,2025-01-26 02:42:48,7.49,6.7,0.23,4.11
6,2025-01-26 02:43:48,8.22,8.55,0.88,3.42
2,2025-01-26 02:44:48,6.01,5.11,0.33,0.65
4,2025-01-26 02:45:48,6.16,5.92,0.77,2.82
9,2025-01-26 02:46:48,6.08,8.11,0.14,3.27
2,2025-01-26 02:47:48,7.14,6.14,0.66,1.5
10,2025-01-26 02:48:48,7.27,7.77,0.56,3.74
2,2025-01-26 02:49:48,7.87,6.38,0.96,2.97
10,2025-01-26 02:50:48,7.81,7.36,0.61,4.25
2,2025-01-26 02:51:48,8.5,8.6,0.38,2.94
9,2025-01-26 02:52:48,8.26,7.79,0.34,2.25
9,2025-01-26 02:53:48,6.69,6.93,0.13,4.75
2,2025-01-26 02:54:48,6.98,7.02,0.33,1.61
1,2025-01-26 02:55:48,8.51,8.56,0.31,0.59
6,2025-01-26 02:56:48,8.74,5.43,0.55,4.7
4,2025-01-26 02:57:48,8.25,7.46,0.88,1.83
1,2025-01-26 02:58:48,7.03,7.81,0.8,0.41
9,2025-01-26 02:59:48,6.7,9.11,0.41,3.07
6,2025-01-26 03:00:48,8.3,9.46,0.4,0.52
7,2025-01-26 03:01:48,6.0,8.54,0.57,2.65
6,2025-01-26 03:02:48,6.06,6.42,0.61,4.55
10,2025-01-26 03:03:48,7.68,5.5,0.4,4.62
4,2025-01-26 03:04:48,8.45,5.75,0.7,0.19
2,2025-01-26 03:05:48,7.49,7.41,0.34,2.5
2,2025-01-26 03:06:48,6.26,5.77,0.32,3.12
5,2025-01-26 03:07:48,7.13,7.35,0.15,1.88
4,2025-01-26 03:08:48,6.82,9.91,0.65,0.71
2,2025-01-26 03:09:48,6.25,6.4,0.59,1.5
10,2025-01-26 03:10:48,8.9,6.39,0.92,3.16
9,2025-01-26 03:11:48,6.79,5.23,0.93,0.94
4,2025-01-26 03:12:48,7.83,8.49,0.15,1.66
2,2025-01-26 03:13:48,7.98,6.49,0.92,3.9
7,2025-01-26 03:14:48,7.26,5.53,0.35,0.97
1,2025-01-26 03:15:48,8.01,7.05,0.33,1.91
6,2025-01-26 03:16:48,8.57,5.52,0.28,0.24
10,2025-01-26 03:17:48,8.6,9.33,0.64,2.56
9,2025-01-26 03:18:48,6.63,7.45,0.21,2.95
1,2025-01-26 03:19:48,6.43,8.38,0.83,0.71
8,2025-01-26 03:20:48,8.76,6.03,0.31,2.36
7,2025-01-26 03:21:48,6.8,7.01,0.14,0.65
4,2025-01-26 03:22:48,8.23,9.53,0.19,4.85
6,2025-01-26 03:23:48,7.83,6.3,0.69,1.33
7,2025-01-26 03:24:48,6.7,7.51,0.4,4.25
6,2025-01-26 03:25:48,8.74,5.93,0.9,0.76
10,2025-01-26 03:26:48,7.51,5.83,0.9,2.05
7,2025-01-26 03:27:48,6.75,8.49,0.96,3.35
3,2025-01-26 03:28:48,7.59,8.23,0.33,3.19
7,2025-01-26 03:29:48,6.4,8.41,0.68,2.34
2,2025-01-26 03:30:48,6.85,7.25,0.2,0.97
4,2025-01-26 03:31:48,8.29,7.39,0.73,2.17
9,2025-01-26 03:32:48,8.77,8.49,0.98,0.77
4,2025-01-26 03:33:48,8.39,5.82,0.65,3.84
10,2025-01-26 03:34:48,7.76,5.59,0.27,3.71
7,2025-01-26 03:35:48,7.08,7.2,0.19,2.58
6,2025-01-26 03:36:48,8.73,9.38,0.7,0.96
7,2025-01-26 03:37:48,7.48,8.8,0.75,4.72
2,2025-01-26 03:38:48,7.97,5.49,0.54,4.98
4,2025-01-26 03:39:48,8.97,7.35,0.6,1.59
3,2025-01-26 03:40:48,7.08,6.87,0.66,2.53
6,2025-01-26 03:41:48,6.67,7.06,0.54,1.83
10,2025-01-26 03:42:48,8.17,8.24,0.54,2.58
4,2025-01-26 03:43:48,8.47,6.13,0.29,4.33
7,2025-01-26 03:44:48,7.59,9.03,0.47,4.46
1,2025-01-26 03:45:48,6.23,8.9,0.5,4.95
7,2025-01-26 03:46:48,6.77,7.8,0.29,3.81
2,2025-01-26 03:47:48,7.58,9.25,0.14,3.28
4,2025-01-26 03:48:48,6.12,7.38,0.29,0.79
1,2025-01-26 03:49:48,7.38,9.55,1.0,4.71
2,2025-01-26 03:50:48,6.33,9.86,0.68,0.39
6,2025-01-26 03:51:48,8.85,8.62,0.79,4.65
3,2025-01-26 03:52:48,7.25,7.13,0.79,0.11
7,2025-01-26 03:53:48,6.0,9.69,0.91,4.98
8,2025-01-26 03:54:48,8.83,7.03,0.68,4.28
6,2025-01-26 03:55:48,7.42,9.28,0.38,3.83
8,2025-01-26 03:56:48,6.6,7.68,0.77,1.58
10,2025-01-26 03:57:48,6.9,7.47,0.34,1.59
7,2025-01-26 03:58:48,8.32,7.99,0.51,0.56
10,2025-01-26 03:59:48,6.61,5.21,0.97,3.81
8,2025-01-26 04:00:48,6.68,5.43,0.51,2.69
3,2025-01-26 04:01:48,6.73,6.9,0.53,2.0
9,2025-01-26 04:02:48,7.82,6.85,0.93,3.82
4,2025-01-26 04:03:48,8.87,7.21,0.92,3.1
5,2025-01-26 04:04:48,6.89,7.64,0.13,1.62
3,2025-01-26 04:05:48,8.61,7.71,0.23,2.45
5,2025-01-26 04:06:48,8.17,7.45,0.24,4.34
10,2025-01-26 04:07:48,6.12,5.94,0.52,3.33
5,2025-01-26 04:08:48,7.2,9.67,0.8,2.69
9,2025-01-26 04:09:48,7.12,5.69,0.27,3.8
3,2025-01-26 04:10:48,6.47,6.42,0.71,3.1
9,2025-01-26 04:11:48,7.28,8.31,0.7,1.7
1,2025-01-26 04:12:48,8.93,9.18,0.75,1.99
10,2025-01-26 04:13:48,6.39,6.36,0.4,0.48
7,2025-01-26 04:14:48,8.48,9.38,0.2,0.6
9,2025-01-26 04:15:48,7.18,9.1,0.83,3.96
2,2025-01-26 04:16:48,7.54,8.12,0.67,1.55
9,2025-01-26 04:17:48,7.63,6.51,0.69,1.13
3,2025-01-26 04:18:48,8.63,6.38,0.96,2.14
2,2025-01-26 04:19:48,6.5,5.43,0.83,2.12
9,2025-01-26 04:20:48,6.25,9.9,0.17,1.0
6,2025-01-26 04:21:48,8.18,8.82,0.33,3.47
5,2025-01-26 04:22:48,7.29,8.15,0.85,0.58
4,2025-01-26 04:23:48,6.76,8.72,0.34,4.16
4,2025-01-26 04:24:48,8.04,9.91,0.62,1.58
8,2025-01-26 04:25:48,8.37,6.52,0.72,2.9
2,2025-01-26 04:26:48,7.54,8.89,0.93,3.9
8,2025-01-26 04:27:48,8.24,8.03,0.11,3.22
5,2025-01-26 04:28:48,7.66,7.37,0.38,1.95
10,2025-01-26 04:29:48,7.26,7.41,0.87,1.79
3,2025-01-26 04:30:48,7.76,8.67,0.84,1.41
7,2025-01-26 04:31:48,7.28,9.33,0.66,3.1
