entry_id,sensor_id,timestamp,ph,dissolved_oxygen,carbon_dioxide_levels,turbidity
1049,1,2025-01-12 16:51:07,8.28,10.67,2.48,2.63
1050,3,2025-01-12 00:07:38,7.72,10.92,2.79,3.94
1051,2,2025-01-12 16:45:46,8.15,9.6,1.47,2.77
1052,2,2025-01-12 11:36:45,7.52,7.16,1.25,2.52
1053,1,2025-01-11 21:57:41,6.85,9.58,2.41,2.24
1054,3,2025-01-12 14:03:15,6.82,11.73,1.15,3.7
1055,1,2025-01-12 10:15:41,6.63,11.37,2.94,2.03
1056,2,2025-01-12 03:05:22,8.05,6.13,1.64,2.44
1057,1,2025-01-12 11:37:50,7.91,5.66,1.93,4.47
1058,1,2025-01-12 02:31:02,7.65,11.49,0.66,0.95
1059,1,2025-01-12 11:11:41,8.4,9.14,2.88,0.89
1060,1,2025-01-12 06:39:23,6.6,5.47,1.57,1.34
1061,1,2025-01-11 18:10:21,7.37,11.08,0.56,0.73
1062,1,2025-01-12 14:13:42,7.13,10.36,2.77,2.37
1063,2,2025-01-11 22:30:15,7.97,8.42,2.07,0.44
1064,3,2025-01-12 01:01:55,7.04,11.5,2.93,2.32
1065,2,2025-01-12 15:27:59,8.08,8.65,1.62,4.62
1066,2,2025-01-12 02:06:31,7.28,5.06,2.91,1.14
1067,1,2025-01-12 00:31:11,7.18,10.88,2.3,1.9
1068,1,2025-01-11 17:58:11,8.29,7.61,0.62,1.51
1069,2,2025-01-12 05:21:43,7.93,6.12,1.14,2.83
1070,3,2025-01-12 01:43:10,8.35,7.34,1.22,3.61
1071,2,2025-01-12 02:29:05,6.91,7.3,0.58,1.14
1072,3,2025-01-11 23:16:12,8.42,5.15,2.38,0.57
1073,3,2025-01-12 06:40:05,8.04,6.62,0.56,1.43
1074,1,2025-01-12 17:08:28,8.25,10.96,2.13,2.83
1075,1,2025-01-12 04:37:21,6.97,11.26,0.55,2.89
1076,3,2025-01-12 17:20:29,8.32,11.85,0.83,0.76
1077,3,2025-01-12 05:52:12,7.26,5.68,1.68,4.42
1078,1,2025-01-12 12:56:19,7.7,5.28,2.06,4.11
1079,1,2025-01-12 06:51:34,8.24,6.13,1.36,1.73
1080,1,2025-01-12 05:43:33,6.86,9.25,0.82,1.24
1081,1,2025-01-12 10:19:40,7.64,8.96,2.6,1.23
1082,3,2025-01-12 15:22:45,8.19,8.79,1.31,2.09
1083,2,2025-01-12 09:48:49,8.37,7.45,2.56,2.76
1084,3,2025-01-12 08:21:05,7.12,7.05,2.22,3.52
1085,3,2025-01-12 06:48:05,6.53,10.63,1.63,1.95
1086,3,2025-01-12 15:00:10,7.59,7.61,2.62,2.63
1087,3,2025-01-12 10:13:13,7.41,10.2,0.56,4.06
1088,3,2025-01-12 03:07:47,6.94,7.1,2.99,4.36
1089,2,2025-01-11 22:29:51,6.69,11.05,0.74,0.8
1090,3,2025-01-11 22:28:55,7.13,9.2,2.07,1.84
1091,1,2025-01-12 10:33:17,7.09,11.53,2.88,2.41
1092,1,2025-01-12 01:31:21,6.77,7.25,1.17,4.84
1093,2,2025-01-12 07:52:56,7.54,9.94,1.17,0.37
1094,1,2025-01-12 13:17:08,6.86,5.82,1.94,3.34
1095,3,2025-01-12 04:45:02,6.68,7.04,2.74,1.75
1096,3,2025-01-11 22:18:22,7.29,5.0,1.27,0.63
1097,3,2025-01-12 16:30:35,7.68,8.44,0.5,2.32
1098,3,2025-01-11 18:19:09,7.83,5.89,0.92,2.4
1099,2,2025-01-12 14:21:13,7.43,10.93,2.23,4.88
1100,3,2025-01-12 15:05:08,7.26,9.31,0.8,0.29
1101,3,2025-01-12 09:51:50,6.74,8.45,0.95,1.81
1102,1,2025-01-12 08:53:05,8.31,9.13,2.69,0.18
1103,2,2025-01-11 23:22:37,7.0,8.04,2.72,2.71
1104,1,2025-01-12 15:10:41,7.47,6.16,2.7,1.66
1105,3,2025-01-12 02:36:03,7.08,6.72,2.37,1.21
1106,2,2025-01-11 19:26:10,7.9,8.34,1.38,2.84
1107,1,2025-01-12 11:17:00,6.8,8.95,0.83,4.05
1108,2,2025-01-12 14:51:18,8.31,8.11,2.24,2.58
1109,2,2025-01-12 00:53:24,7.34,5.75,1.43,0.63
1110,1,2025-01-12 00:14:08,7.97,5.2,1.72,0.44
1111,1,2025-01-12 02:51:36,7.01,11.5,2.81,0.73
1112,3,2025-01-11 21:29:10,6.56,8.53,1.15,1.14
1113,3,2025-01-12 11:19:00,6.63,7.36,1.81,0.29
1114,2,2025-01-12 12:53:37,6.89,8.14,1.22,3.38
1115,3,2025-01-12 02:49:44,6.67,11.4,0.54,1.84
1116,3,2025-01-12 02:58:35,6.97,8.14,1.0,4.84
1117,1,2025-01-12 04:16:26,8.31,10.19,0.8,2.61
1118,3,2025-01-12 03:27:41,7.53,8.56,0.56,3.03
1119,3,2025-01-12 11:08:36,7.99,5.15,1.47,3.4
1120,1,2025-01-12 07:06:43,6.74,7.84,2.41,1.72
1121,2,2025-01-12 15:21:50,8.14,5.87,1.41,4.07
1122,1,2025-01-12 15:10:24,7.3,6.38,2.75,0.17
1123,1,2025-01-12 17:19:26,6.93,7.89,2.2,1.98
1124,2,2025-01-12 15:29:04,6.96,9.54,1.65,1.74
1125,1,2025-01-12 00:19:00,7.15,11.96,1.19,0.73
1126,3,2025-01-11 23:54:03,6.77,7.71,1.93,1.33
1127,2,2025-01-11 22:48:50,7.55,11.62,1.35,2.74
1128,3,2025-01-12 00:10:58,7.87,11.83,2.64,3.89
1129,3,2025-01-12 12:46:39,7.84,7.01,1.14,4.18
1130,2,2025-01-12 05:43:57,8.1,11.75,1.76,1.22
1131,2,2025-01-11 19:16:11,8.04,8.31,2.5,1.79
1132,3,2025-01-12 03:39:04,8.45,5.94,0.69,4.71
1133,2,2025-01-12 15:39:31,8.27,7.01,1.65,0.23
1134,2,2025-01-12 14:21:08,7.67,5.43,2.85,2.6
1135,1,2025-01-12 12:35:41,7.4,5.49,2.13,4.58
1136,2,2025-01-11 21:40:39,6.57,8.14,1.18,1.65
1137,3,2025-01-11 18:03:47,6.64,8.73,2.22,1.29
1138,1,2025-01-12 08:02:25,7.75,8.62,1.97,4.85
1139,2,2025-01-12 12:54:45,7.04,8.32,0.76,0.39
1140,3,2025-01-12 09:45:32,6.52,7.6,0.64,1.15
1141,2,2025-01-11 19:41:00,7.06,7.06,2.6,4.77
1142,1,2025-01-12 00:55:40,7.66,5.57,0.56,0.41
1143,3,2025-01-11 22:13:16,7.82,9.22,2.76,2.49
1144,2,2025-01-12 01:50:02,8.14,5.42,2.23,0.51
1145,2,2025-01-12 16:36:06,8.22,9.66,1.93,3.47
1146,2,2025-01-12 15:09:11,7.21,5.73,0.94,4.31
1147,3,2025-01-12 10:01:26,7.08,9.42,1.64,0.57
1148,3,2025-01-11 22:34:11,6.91,10.64,1.67,0.96
1149,3,2025-01-12 10:48:51,7.23,11.73,1.17,1.23
1150,1,2025-01-11 22:27:36,7.73,8.21,1.53,0.35
1151,2,2025-01-12 16:54:01,6.69,7.96,1.29,4.59
1152,2,2025-01-12 04:58:38,7.61,7.84,2.75,4.13
1153,3,2025-01-12 09:09:51,7.33,8.12,1.98,2.41
1154,2,2025-01-12 17:21:22,6.76,8.44,0.51,4.33
1155,3,2025-01-12 13:35:37,7.16,8.16,1.95,3.28
1156,2,2025-01-12 06:25:03,8.48,7.08,2.9,1.06
1157,2,2025-01-12 04:00:34,8.17,8.17,1.85,1.58
1158,2,2025-01-11 20:40:56,7.39,9.37,2.77,0.51
1159,3,2025-01-12 05:22:01,7.93,8.77,1.15,0.36
1160,2,2025-01-12 10:05:46,7.7,7.94,1.95,1.43
1161,1,2025-01-12 04:21:02,7.57,11.06,2.99,1.05
1162,3,2025-01-11 22:05:34,6.91,6.99,1.37,1.75
1163,2,2025-01-12 02:36:38,7.85,11.31,1.17,4.42
1164,2,2025-01-12 14:10:45,7.19,10.79,0.68,1.52
1165,3,2025-01-12 10:16:37,6.54,6.52,2.92,2.28
1166,3,2025-01-12 17:29:05,8.36,8.09,1.21,4.39
1167,3,2025-01-11 18:50:33,6.74,9.93,2.39,0.19
1168,1,2025-01-12 12:17:42,7.66,7.44,1.86,2.63
1169,2,2025-01-12 00:51:06,7.98,6.21,1.79,2.13
1170,1,2025-01-12 15:34:46,7.04,9.76,2.59,0.7
1171,2,2025-01-12 08:28:27,8.27,9.89,2.45,0.58
1172,3,2025-01-11 21:23:19,6.63,8.07,0.85,1.35
1173,3,2025-01-12 03:10:46,8.27,9.59,1.3,2.06
1174,3,2025-01-12 00:49:29,8.31,10.0,0.72,2.52
1175,2,2025-01-11 18:07:02,7.65,8.87,1.06,1.0
1176,3,2025-01-12 03:27:51,8.07,7.82,0.53,2.22
1177,3,2025-01-11 19:29:20,8.32,5.89,1.67,2.39
1178,3,2025-01-12 00:59:12,6.6,11.67,2.8,4.37
1179,2,2025-01-12 08:23:09,8.04,10.42,1.56,2.93
1180,3,2025-01-12 17:12:05,8.16,8.32,2.09,0.77
1181,3,2025-01-12 03:41:47,6.88,10.07,2.22,3.1
1182,3,2025-01-12 12:16:17,7.86,9.64,2.76,2.31
1183,1,2025-01-12 08:07:06,8.37,10.93,1.75,0.9
1184,1,2025-01-12 11:58:21,7.67,12.0,2.95,0.5
1185,1,2025-01-12 02:37:03,7.37,11.28,0.65,4.56
1186,3,2025-01-12 03:58:49,6.57,9.9,1.74,3.06
1187,1,2025-01-12 08:30:19,7.75,9.04,1.19,2.63
1188,3,2025-01-12 06:19:27,6.79,7.34,2.38,4.59
1189,2,2025-01-12 03:11:07,6.64,10.3,2.52,0.52
1190,2,2025-01-12 00:56:33,7.85,6.81,2.6,2.33
1191,3,2025-01-12 13:10:07,8.36,7.58,2.85,0.46
1192,1,2025-01-11 18:45:54,6.68,8.52,0.58,3.94
1193,1,2025-01-12 17:38:12,7.39,7.6,1.88,1.45
1194,2,2025-01-12 03:01:20,6.76,5.94,1.58,1.78
1195,1,2025-01-12 07:58:06,6.86,8.02,0.83,0.41
1196,2,2025-01-12 02:43:58,8.47,10.07,1.82,3.91
1197,2,2025-01-12 15:15:33,8.28,8.82,1.33,4.51
1198,1,2025-01-12 05:20:14,6.69,9.03,1.19,4.12
1199,3,2025-01-12 00:37:32,6.53,11.93,2.7,2.91
1200,1,2025-01-12 00:23:41,7.07,8.76,2.75,4.69
1201,2,2025-01-11 20:32:18,8.25,5.1,2.28,0.69
1202,2,2025-01-12 13:46:16,7.97,11.59,1.68,1.96
1203,3,2025-01-11 20:36:26,6.75,7.33,2.78,0.17
1204,3,2025-01-12 12:43:48,7.74,10.71,1.11,2.21
1205,3,2025-01-12 12:51:33,7.43,7.49,0.74,2.21
1206,2,2025-01-12 13:49:50,7.37,10.02,2.65,1.23
1207,3,2025-01-11 23:11:59,7.76,5.83,1.01,4.7
1208,3,2025-01-11 20:19:31,6.74,10.77,2.22,3.47
1209,1,2025-01-12 05:39:30,8.5,10.6,2.45,3.64
1210,1,2025-01-12 06:06:12,6.76,8.35,1.79,3.95
1211,3,2025-01-12 00:43:25,6.77,11.24,2.08,0.84
1212,3,2025-01-11 20:56:45,7.89,7.76,1.62,2.78
1213,1,2025-01-11 23:07:34,7.23,9.9,1.88,2.88
1214,2,2025-01-12 12:42:25,7.89,9.31,0.65,3.23
1215,2,2025-01-11 21:32:49,6.92,9.83,2.84,0.17
1216,3,2025-01-12 13:47:52,8.24,10.72,1.96,1.2
1217,2,2025-01-11 22:39:40,8.23,10.58,2.37,4.68
1218,2,2025-01-12 07:40:13,8.15,10.72,1.98,3.57
1219,2,2025-01-12 11:35:04,8.38,10.86,2.44,3.25
1220,1,2025-01-12 05:30:15,6.84,11.48,2.8,3.85
1221,2,2025-01-12 01:34:22,8.04,10.01,1.96,3.95
1222,3,2025-01-12 15:08:57,6.94,6.22,1.49,1.73
1223,1,2025-01-11 20:06:30,6.63,11.4,2.62,4.58
1224,3,2025-01-12 16:12:18,6.69,5.95,0.57,3.99
1225,2,2025-01-12 12:45:04,6.86,10.13,2.94,1.64
1226,1,2025-01-11 23:59:20,7.64,6.15,2.74,4.26
1227,2,2025-01-11 21:00:41,6.77,10.87,1.52,4.43
1228,2,2025-01-12 11:42:35,7.19,8.98,1.9,1.27
1229,2,2025-01-12 07:54:21,7.43,5.03,2.81,4.13
1230,2,2025-01-12 01:12:41,7.52,9.41,2.14,0.21
1231,3,2025-01-11 19:00:01,7.31,7.3,2.67,2.38
1232,3,2025-01-12 07:53:29,6.69,9.65,1.98,0.45
1233,1,2025-01-12 15:39:52,7.74,10.74,0.6,4.6
1234,2,2025-01-12 04:51:32,6.53,9.56,1.31,4.73
1235,2,2025-01-12 01:24:41,6.52,7.64,1.46,2.03
1236,2,2025-01-12 10:57:21,6.93,6.97,1.75,4.36
1237,3,2025-01-12 05:12:51,6.92,10.13,1.58,4.13
1238,3,2025-01-12 17:05:41,7.63,6.01,0.65,2.92
1239,2,2025-01-12 06:17:27,7.66,7.5,2.96,1.59
1240,2,2025-01-12 11:57:18,7.28,11.74,1.8,1.14
1241,1,2025-01-11 21:55:01,6.93,10.94,1.68,2.24
1242,3,2025-01-12 07:52:06,7.88,7.91,0.63,2.64
1243,2,2025-01-12 05:00:21,7.36,6.34,0.96,2.18
1244,3,2025-01-11 20:29:40,7.62,8.21,0.99,2.38
1245,1,2025-01-12 11:30:22,7.27,11.77,2.27,2.76
1246,3,2025-01-12 12:20:40,8.47,7.17,2.17,3.76
1247,3,2025-01-12 03:43:53,8.44,11.54,2.25,2.64
1248,3,2025-01-11 20:43:08,7.42,7.2,2.79,1.88
1249,1,2025-01-12 05:50:12,7.21,5.14,2.91,1.21
1250,1,2025-01-12 11:01:19,8.35,9.62,0.56,3.81
1251,1,2025-01-12 07:12:06,8.46,6.92,1.44,1.46
1252,3,2025-01-12 04:59:40,7.62,6.04,1.46,4.42
1253,3,2025-01-12 14:15:46,7.01,6.44,2.95,2.31
1254,3,2025-01-12 14:58:39,8.05,9.51,1.91,2.15
1255,2,2025-01-12 09:11:45,7.85,6.73,1.99,3.69
1256,2,2025-01-11 18:11:50,7.51,10.92,2.69,4.68
1257,2,2025-01-12 14:58:39,6.5,7.86,2.26,3.43
1258,2,2025-01-12 05:20:52,8.43,10.85,1.44,2.83
1259,1,2025-01-12 11:38:43,6.68,9.94,1.94,4.29
1260,3,2025-01-12 14:32:31,7.78,8.32,1.24,0.27
1261,3,2025-01-12 14:48:22,8.01,11.37,2.92,0.86
1262,3,2025-01-11 20:38:55,7.96,9.27,2.13,0.25
1263,2,2025-01-12 11:23:04,8.05,5.08,1.3,0.89
1264,3,2025-01-12 03:31:48,7.72,7.63,1.61,1.28
1265,2,2025-01-12 11:34:24,7.1,6.38,1.13,3.34
1266,3,2025-01-12 17:09:57,7.6,5.76,1.64,1.81
1267,3,2025-01-12 14:12:57,6.94,8.37,1.73,1.76
1268,3,2025-01-11 22:23:25,6.78,11.78,2.2,1.38
1269,2,2025-01-12 09:55:37,8.21,9.27,1.32,1.49
1270,3,2025-01-11 20:37:22,7.41,6.41,2.63,4.56
1271,3,2025-01-12 16:10:51,8.03,6.81,0.95,1.88
1272,3,2025-01-12 06:39:29,8.3,7.92,0.95,4.27
1273,2,2025-01-11 23:35:47,7.57,10.12,2.9,3.17
1274,1,2025-01-12 13:40:48,7.7,7.22,0.64,3.97
1275,2,2025-01-11 20:54:15,7.8,7.42,2.71,2.04
1276,1,2025-01-12 11:54:10,7.64,11.37,0.57,0.83
1277,1,2025-01-12 04:56:57,6.6,9.95,2.02,4.64
1278,2,2025-01-12 02:22:32,6.9,5.39,2.68,3.6
1279,3,2025-01-12 06:14:44,6.83,5.9,0.9,2.32
1280,1,2025-01-12 04:20:50,8.26,10.31,0.86,1.07
1281,3,2025-01-12 04:31:02,7.11,10.32,2.3,4.52
1282,1,2025-01-12 01:07:57,8.12,6.53,1.56,0.3
1283,1,2025-01-12 05:07:10,6.5,7.83,2.77,2.42
1284,2,2025-01-12 08:32:46,7.67,8.93,1.48,2.71
1285,2,2025-01-11 18:31:34,7.07,5.27,1.52,2.87
1286,3,2025-01-12 09:55:35,7.3,11.26,1.52,1.41
1287,1,2025-01-12 17:36:49,7.1,11.91,2.32,1.26
1288,1,2025-01-11 22:57:22,8.47,5.96,1.29,0.8
1289,1,2025-01-12 04:32:39,7.43,11.82,2.5,4.1
1290,1,2025-01-12 05:58:55,7.71,9.21,2.85,1.79
1291,3,2025-01-12 12:36:19,7.22,10.29,1.4,2.41
1292,2,2025-01-12 06:54:03,6.93,8.46,2.35,2.56
1293,3,2025-01-12 09:58:37,7.64,7.51,2.13,4.52
1294,1,2025-01-12 06:49:16,7.8,11.14,0.92,4.0
1295,2,2025-01-11 18:03:06,8.08,7.71,2.12,0.6
1296,1,2025-01-11 23:14:53,8.49,11.77,1.45,3.66
1297,2,2025-01-12 04:39:14,8.03,11.48,2.3,4.6
1298,3,2025-01-12 04:45:41,7.87,9.35,2.83,1.57
1299,2,2025-01-12 02:41:24,8.14,7.54,0.54,4.3
1300,1,2025-01-11 19:35:30,7.0,9.76,0.82,3.34
1301,2,2025-01-12 06:50:30,8.25,8.94,2.03,3.59
1302,3,2025-01-12 13:38:37,8.08,10.99,2.77,0.12
1303,2,2025-01-12 01:23:34,7.73,8.65,2.54,4.55
1304,3,2025-01-12 14:07:22,6.85,8.36,0.79,2.73
1305,2,2025-01-12 07:23:37,7.85,7.88,1.12,4.0
1306,1,2025-01-11 23:37:30,7.34,9.86,2.21,0.77
1307,2,2025-01-11 23:49:44,6.88,7.56,0.78,3.33
1308,3,2025-01-11 20:06:28,8.24,6.53,0.63,4.22
1309,3,2025-01-12 10:01:37,6.5,9.65,1.99,0.53
1310,3,2025-01-12 16:10:35,6.73,10.19,2.63,4.65
1311,3,2025-01-12 17:18:51,6.52,10.17,0.61,1.93
1312,3,2025-01-11 21:24:25,7.69,11.09,0.79,2.92
1313,1,2025-01-12 07:42:03,8.33,9.82,2.37,3.73
1314,2,2025-01-12 09:46:20,8.42,5.27,1.14,1.43
1315,3,2025-01-11 20:43:14,6.78,10.84,2.66,3.1
1316,3,2025-01-12 12:09:17,8.08,7.75,2.73,3.71
1317,1,2025-01-12 13:46:47,7.36,11.15,1.78,1.1
1318,1,2025-01-12 13:42:13,7.92,8.08,2.21,2.11
1319,3,2025-01-12 09:49:46,6.94,11.68,2.71,1.55
1320,2,2025-01-12 16:38:03,8.16,5.46,1.77,3.93
1321,3,2025-01-12 04:28:46,7.65,6.57,0.93,3.92
1322,1,2025-01-11 18:36:37,6.7,5.43,2.3,0.74
1323,1,2025-01-11 22:26:01,8.42,10.99,1.2,1.71
1324,2,2025-01-12 05:22:41,7.05,6.23,0.81,0.34
1325,2,2025-01-11 22:55:16,7.38,11.78,0.95,0.68
1326,1,2025-01-12 01:15:11,7.57,8.63,1.13,1.19
1327,1,2025-01-11 22:40:35,7.17,7.05,2.45,1.57
1328,1,2025-01-12 06:21:55,8.17,7.8,2.65,2.35
1329,3,2025-01-12 15:09:52,8.26,5.17,1.07,1.38
1330,2,2025-01-12 03:41:37,7.8,8.96,0.57,3.29
1331,1,2025-01-11 20:17:49,8.48,11.47,0.66,3.06
1332,2,2025-01-12 11:50:55,6.76,6.12,2.96,3.68
1333,1,2025-01-12 12:28:40,7.63,6.1,2.01,4.87
1334,1,2025-01-12 10:42:39,7.18,10.12,0.96,2.92
1335,3,2025-01-12 01:54:58,7.08,7.32,1.64,0.74
1336,2,2025-01-12 13:40:34,8.24,9.97,2.82,4.18
1337,2,2025-01-12 03:39:47,7.57,5.71,2.29,0.21
1338,1,2025-01-11 23:19:05,7.64,8.9,1.22,2.11
1339,1,2025-01-12 00:14:24,6.51,11.55,0.97,0.15
1340,3,2025-01-12 11:16:56,7.0,10.11,0.73,1.95
1341,2,2025-01-12 07:17:54,6.75,7.56,1.06,1.03
1342,1,2025-01-12 04:00:06,7.3,5.39,1.66,2.57
1343,1,2025-01-11 19:47:14,7.17,11.63,1.53,4.47
1344,1,2025-01-11 19:55:25,8.06,6.52,1.61,3.97
1345,2,2025-01-12 16:16:36,7.03,5.77,0.66,4.05
1346,1,2025-01-12 13:27:49,7.02,8.07,2.56,1.72
1347,1,2025-01-12 06:58:00,6.71,11.42,0.93,1.59
1348,3,2025-01-12 16:53:22,8.1,11.97,2.25,3.19
1349,1,2025-01-11 18:12:23,7.35,5.92,2.62,3.51
1350,3,2025-01-12 05:14:41,7.73,7.78,1.41,1.4
1351,3,2025-01-11 18:05:51,8.29,10.18,2.09,1.84
1352,3,2025-01-12 07:39:20,8.07,7.93,2.27,1.21
1353,3,2025-01-12 15:06:29,8.5,5.18,2.75,0.92
1354,3,2025-01-11 20:12:47,7.17,6.81,2.1,4.81
1355,2,2025-01-12 03:13:59,7.24,10.48,2.18,0.81
1356,2,2025-01-11 22:15:05,7.86,5.06,0.79,3.08
1357,2,2025-01-11 19:23:07,7.24,9.8,2.76,4.8
1358,2,2025-01-12 11:24:16,6.78,11.2,2.06,0.24
1359,2,2025-01-12 06:38:04,7.3,11.18,2.36,2.14
1360,3,2025-01-11 19:52:49,8.03,8.9,1.66,1.6
1361,3,2025-01-12 14:52:08,8.26,8.46,2.87,0.72
1362,1,2025-01-11 18:44:40,6.64,8.12,1.68,3.9
1363,3,2025-01-12 12:51:10,8.19,5.06,1.39,0.87
1364,3,2025-01-12 09:05:26,7.22,10.25,2.93,1.38
1365,3,2025-01-12 14:38:23,8.09,11.96,1.58,0.88
1366,2,2025-01-11 19:08:38,8.08,5.94,1.07,0.18
1367,2,2025-01-12 01:21:57,8.15,10.25,1.37,0.38
1368,2,2025-01-12 15:30:21,6.63,11.7,2.1,0.68
1369,3,2025-01-12 15:03:35,8.46,5.21,1.27,3.5
1370,2,2025-01-12 03:13:54,8.06,6.28,1.0,1.43
1371,1,2025-01-12 01:31:55,7.21,9.85,0.66,3.82
1372,1,2025-01-12 03:47:21,7.07,5.35,2.48,1.87
1373,3,2025-01-11 20:43:55,6.91,8.15,1.13,1.19
1374,2,2025-01-12 00:55:51,8.3,6.71,1.3,4.31
1375,1,2025-01-12 15:30:22,8.28,8.3,2.72,1.84
1376,1,2025-01-12 15:50:32,7.8,10.94,2.78,2.36
1377,2,2025-01-12 17:21:01,6.67,5.62,2.31,1.47
1378,1,2025-01-12 04:53:14,6.87,6.9,2.96,3.93
1379,2,2025-01-12 06:20:35,6.6,8.74,1.24,4.12
1380,2,2025-01-12 16:43:07,6.84,7.7,2.84,0.62
1381,3,2025-01-11 20:56:31,7.32,11.26,1.11,4.02
1382,3,2025-01-11 23:50:28,8.19,9.27,0.55,2.54
1383,3,2025-01-12 07:21:56,8.29,5.78,2.64,2.86
1384,1,2025-01-12 07:25:10,6.94,7.7,2.28,0.73
1385,1,2025-01-12 13:10:35,8.49,5.28,0.86,2.3
1386,3,2025-01-12 09:24:43,7.37,6.19,1.04,3.23
1387,2,2025-01-12 02:40:28,7.93,10.3,1.59,0.9
1388,2,2025-01-12 16:54:33,8.38,9.92,2.9,1.41
1389,1,2025-01-11 19:09:53,7.81,7.3,1.7,4.88
1390,2,2025-01-12 07:40:19,8.47,10.76,1.95,2.03
1391,3,2025-01-12 13:28:51,7.32,8.65,2.28,3.22
1392,1,2025-01-12 04:13:30,8.07,9.78,2.29,1.68
1393,3,2025-01-12 17:19:29,6.87,11.06,0.84,4.41
1394,2,2025-01-12 04:19:04,8.06,6.59,1.23,1.75
1395,3,2025-01-12 12:33:32,7.7,11.24,1.17,1.13
1396,3,2025-01-12 14:54:26,8.49,10.48,1.73,2.86
1397,1,2025-01-11 18:40:25,7.68,5.28,1.25,2.43
1398,1,2025-01-12 07:36:19,7.72,6.16,2.46,0.78
1399,3,2025-01-12 06:19:33,7.4,8.31,1.88,1.8
1400,1,2025-01-12 12:59:07,8.04,6.98,1.35,0.79
1401,1,2025-01-12 15:28:35,7.39,5.84,2.21,0.28
1402,2,2025-01-12 04:38:17,6.84,8.25,1.76,2.14
1403,3,2025-01-12 00:50:13,6.8,8.56,0.84,1.61
1404,1,2025-01-12 07:28:39,7.0,5.53,0.63,4.93
1405,3,2025-01-12 14:27:31,8.05,7.53,1.3,2.01
1406,2,2025-01-12 15:17:41,7.38,10.38,1.78,2.37
1407,2,2025-01-12 12:34:08,7.16,6.04,0.74,3.01
1408,3,2025-01-12 03:10:54,8.25,9.27,2.52,1.68
1409,1,2025-01-12 05:00:40,7.34,7.97,2.18,0.2
1410,3,2025-01-12 15:56:51,6.85,8.59,0.54,3.53
1411,2,2025-01-12 06:03:34,7.28,5.3,2.4,4.81
1412,3,2025-01-12 07:02:06,6.81,11.69,1.46,2.96
1413,3,2025-01-11 19:56:53,7.91,10.08,1.78,2.28
1414,2,2025-01-11 23:25:36,6.54,7.73,2.42,0.47
1415,1,2025-01-12 00:49:34,6.63,7.31,0.8,1.3
1416,1,2025-01-12 12:37:00,6.91,10.76,0.79,1.99
1417,3,2025-01-12 06:12:01,7.96,5.26,2.74,1.42
1418,2,2025-01-12 06:18:51,7.5,11.57,2.03,0.41
1419,2,2025-01-12 04:49:38,7.91,8.64,1.47,0.48
1420,2,2025-01-12 08:28:26,6.7,11.98,0.71,1.66
1421,2,2025-01-11 22:42:29,7.95,9.59,0.51,1.62
1422,2,2025-01-12 00:41:19,7.27,8.82,2.58,2.77
1423,2,2025-01-12 11:22:11,7.08,9.53,1.96,3.25
1424,2,2025-01-11 22:02:35,8.02,8.21,0.7,1.8
1425,3,2025-01-12 00:41:11,7.09,8.96,1.02,4.78
1426,3,2025-01-12 10:44:10,6.85,5.08,2.88,4.87
1427,1,2025-01-12 04:17:11,8.04,8.79,1.22,0.78
1428,3,2025-01-12 11:14:35,7.44,10.03,2.0,4.19
1429,3,2025-01-12 12:03:18,7.61,6.93,2.63,1.74
1430,3,2025-01-11 21:43:01,6.69,6.13,2.09,0.65
1431,2,2025-01-12 12:05:37,7.42,10.46,2.95,1.42
1432,3,2025-01-12 10:28:50,6.97,6.48,1.17,3.77
1433,1,2025-01-11 18:08:58,6.52,9.52,1.34,0.91
1434,3,2025-01-12 02:14:10,6.69,5.08,0.57,2.86
1435,1,2025-01-12 07:51:32,8.17,9.81,1.79,2.36
1436,1,2025-01-12 06:09:36,7.29,10.28,2.89,0.8
1437,1,2025-01-12 15:59:37,7.65,11.41,0.89,3.03
1438,3,2025-01-12 12:52:47,8.2,10.03,2.86,0.39
1439,2,2025-01-11 22:46:59,6.55,10.65,1.0,0.99
1440,3,2025-01-12 08:27:38,7.24,5.95,2.48,2.44
1441,2,2025-01-11 23:07:20,7.14,9.16,2.58,2.15
1442,2,2025-01-12 14:12:14,7.47,6.68,2.94,4.16
1443,1,2025-01-12 16:16:25,7.32,9.65,1.4,2.24
1444,3,2025-01-12 13:18:11,7.5,10.89,0.76,0.92
1445,3,2025-01-12 01:19:24,6.77,6.47,0.78,3.18
1446,1,2025-01-12 03:25:19,8.15,6.52,2.64,3.63
1447,1,2025-01-12 10:06:54,6.8,6.98,1.04,3.7
1448,3,2025-01-12 08:07:06,6.96,9.79,2.27,2.94
1449,3,2025-01-12 13:09:38,6.67,7.79,2.42,1.09
1450,2,2025-01-11 22:33:36,7.89,6.82,1.7,4.65
1451,3,2025-01-12 12:51:12,7.01,5.69,2.65,3.87
1452,3,2025-01-11 23:01:00,6.92,8.54,2.15,3.8
1453,3,2025-01-11 18:14:42,8.1,10.59,1.38,0.97
1454,1,2025-01-12 01:40:42,6.91,5.93,1.57,2.65
1455,1,2025-01-12 01:22:09,8.49,9.38,1.59,2.58
1456,3,2025-01-12 06:24:52,6.96,8.42,1.52,3.44
1457,2,2025-01-12 06:53:11,8.37,11.29,1.51,0.88
1458,2,2025-01-12 05:18:46,7.69,9.05,2.76,2.9
